player_id,player_code,web_name,first_name,second_name,team_id,team_code,team_name,team_short_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,points_per_game,expected_points_this_gameweek,expected_points_next_gameweek,value_form,value_season,total_points,event_points,dreamteam_count,in_dreamteam,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,penalties_text,direct_free_kicks_order,direct_free_kicks_text,corners_and_indirect_free_kicks_order,corners_and_indirect_free_kicks_text
197,549653,Bassette,Norman,Bassette,7,9,Coventry City,COV,Forward,4.5,0.0,0.0,u,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,46,0,1382,,,,,,
492,210156,Awoniyi,Taiwo,Awoniyi,7,9,Coventry City,COV,Forward,5.5,0.0,0.0,a,,,,,0.7,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,110,1,0,0,0,1,0,0,10,0.93,0.03,0.96,1.01,4,1,3,0,10.0,25.0,65.0,10.0,295,730,13791,28179,5,,,,,
575,661888,Yirenkyi,Caleb,Yirenkyi,7,9,Coventry City,COV,Midfielder,5.0,0.0,0.0,a,,,,,0.2,1.3,2.0,1.3,1.3,0.3,0.8,4,0,0,False,131,2,0,0,1,3,0,0,19,0.03,0.13,0.16,1.58,10,3,7,0,9.4,19.1,7.0,3.2,30,218,1805,7009,,,,,,
584,196100,Hamer,Gustavo,Hamer,7,9,Coventry City,COV,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,27,0,0,0,0,1,0,0,5,0.00,0.02,0.02,0.82,1,0,1,0,0.6,1.8,0.0,0.3,10,75,549,3782,,,,,,
599,627221,Cherif,Sidiki,Cherif,7,9,Coventry City,COV,Forward,5.0,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,120,122,4071,3877,,,,,,
623,79602,Bentley,Dan,Bentley,7,9,Coventry City,COV,Goalkeeper,4.0,0.0,0.0,a,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2458,186,22538,3013,,,,,,
42,485337,Guessand,Evann,Guessand,8,31,Crystal Palace,CRY,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.7,1.0,0.7,0.7,0.1,0.4,2,0,0,False,54,0,0,0,0,1,0,0,6,0.03,0.03,0.06,0.34,2,1,0,1,5.4,2.1,7.0,1.5,89,68,1128,1669,,,,,,
153,220362,Disasi,Axel,Disasi,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,16,0,0,0,0,1,0,0,-2,0.00,0.00,0.00,0.20,1,0,1,1,1.2,0.0,0.0,0.1,127,77,2163,1933,,,,,,
198,172649,Henderson,Dean,Henderson,8,31,Crystal Palace,CRY,Goalkeeper,5.0,0.0,0.0,a,,2026-08-20T14:00:08.018379Z,100,100,1.8,1.0,1.5,1.0,1.0,0.2,0.6,3,0,0,False,180,2,0,0,0,6,7,0,18,0.00,0.00,0.00,3.33,0,5,24,0,58.4,0.0,0.0,5.8,1408,771,22319,32880,,,,,,
199,121709,Benitez,Walter,Benítez,8,31,Crystal Palace,CRY,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,50,63,1166,2733,,,,,,
202,427623,Richards,Chris,Richards,8,31,Crystal Palace,CRY,Defender,5.0,0.0,0.0,a,,,,,0.7,1.0,1.5,1.0,1.0,0.2,0.6,3,0,0,False,180,2,0,0,0,6,0,0,9,0.04,0.00,0.04,3.33,22,18,3,4,57.6,0.8,17.0,7.5,449,406,10402,18031,,,,,,
203,651426,Canvot,Jaydee,Canvot,8,31,Crystal Palace,CRY,Defender,4.9,0.0,-0.1,a,,,,,0.3,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,180,2,0,0,0,6,0,0,8,0.05,0.01,0.06,3.33,15,10,4,5,50.2,6.2,5.0,6.1,239,265,2768,10051,,,,,,
204,244723,Mitchell,Tyrick,Mitchell,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,a,,,,,4.6,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,180,2,0,0,0,6,0,0,1,0.11,0.17,0.28,3.33,10,6,5,4,23.2,35.4,9.0,6.7,899,2783,15915,130705,,,,,,
205,218364,Sosa,Borna,Sosa,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,u,Has joined FC Cologne on loan for the rest of the season,2026-09-02T16:03:25.710518Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,107,236,1163,,,,,,
206,515621,Chadi Riad,Chadi,Riad Dnanou,8,31,Crystal Palace,CRY,Defender,4.4,0.0,-0.1,i,Knee injury - Unknown return date,2026-08-22T18:00:07.352049Z,0,0,0.0,0.3,1.0,0.0,0.0,0.1,0.2,1,0,0,False,72,1,0,0,0,2,0,0,7,0.00,0.01,0.01,0.98,7,6,3,1,12.6,1.3,0.0,1.4,3,69,516,4528,,,,,,
207,242313,Mingueza,Oscar,Mingueza,8,31,Crystal Palace,CRY,Defender,4.4,0.0,-0.1,a,,,,,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,15,0,0,0,0,1,0,0,1,0.00,0.00,0.00,0.20,1,0,0,1,2.2,0.1,0.0,0.2,79,45,1048,2636,,,,,,
208,232185,Sarr,Ismaïla,Sarr,8,31,Crystal Palace,CRY,Midfielder,6.3,0.0,-0.2,i,Groin injury - Unknown return date,2026-08-22T18:00:07.363165Z,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,28,3285,2460,328292,2,,,,,
210,496221,Wharton,Adam,Wharton,8,31,Crystal Palace,CRY,Midfielder,5.5,0.0,0.0,a,,2026-07-23T12:01:23.498963Z,100,100,0.9,2.0,3.0,2.0,2.0,0.4,1.1,6,0,0,False,180,2,0,0,0,6,0,0,41,0.00,0.31,0.31,3.33,21,4,11,6,33.0,55.6,0.0,8.9,671,538,17457,22058,,,,,,
211,488024,Yeremy,Yéremy,Pino Santos,8,31,Crystal Palace,CRY,Midfielder,5.5,0.0,0.0,a,,,,,0.2,2.0,3.0,2.0,2.0,0.4,1.1,6,0,0,False,102,1,0,1,0,3,0,0,31,0.11,0.09,0.20,2.28,15,2,9,4,12.8,40.5,15.0,6.8,451,154,6216,5194,,,,,,
212,108413,Hughes,Will,Hughes,8,31,Crystal Palace,CRY,Midfielder,4.5,0.0,0.0,a,,,,,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,2140,6006,59910,229797,,,,,,
213,152551,Lerma,Jefferson,Lerma Solís,8,31,Crystal Palace,CRY,Midfielder,4.9,0.0,-0.1,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,32,68,732,3260,,,,,,
214,209400,Kamada,Daichi,Kamada,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,a,,,,,0.3,1.7,2.5,1.7,1.7,0.3,1.0,5,0,0,False,180,2,0,0,0,6,0,0,46,0.05,0.29,0.34,3.33,23,4,10,9,38.0,32.1,7.0,7.7,261,220,6498,7866,,,,,,
215,489706,Devenny,Justin,Devenny,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,u,Has joined Stoke City permanently,2026-09-02T15:41:07.346849Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,43,132,557,3,,,,,
216,606921,Esse,Romain,Esse,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,u,Has joined Millwall on loan for the rest of the season,2026-09-02T15:41:07.376544Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,154,399,1897,,,,,,
217,536694,M.França,Matheus,França de Oliveira,8,31,Crystal Palace,CRY,Midfielder,4.9,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,9,36,959,1856,,,,,,
218,438464,Doucouré,Cheick,Doucouré,8,31,Crystal Palace,CRY,Midfielder,4.9,0.0,-0.1,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,66,45,1298,2424,,,,,,
219,450542,J.Rak-Sakyi,Jesurun,Rak-Sakyi,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,4,4,94,205,,,,,,
220,590014,Cardines,Rio,Cardines,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,u,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,108,,,,,,
221,672492,Drakes-Thomas,Joél,Drakes-Thomas,8,31,Crystal Palace,CRY,Midfielder,4.5,0.0,0.0,a,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,94,49,1432,2228,,,,,,
222,247412,Strand Larsen,Jørgen,Strand Larsen,8,31,Crystal Palace,CRY,Forward,6.0,0.0,0.0,a,,,,,0.5,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,89,1,0,0,0,3,0,0,16,0.30,0.01,0.31,2.15,4,2,1,1,6.2,3.8,21.0,3.2,564,446,9598,16722,,,,,,
223,231747,Mateta,Jean-Philippe,Mateta,8,31,Crystal Palace,CRY,Forward,6.4,0.0,-0.1,i,Hamstring injury - Expected back 11 Oct,2026-08-28T21:00:08.020382Z,0,0,2.3,0.7,2.0,0.0,0.0,0.1,0.3,2,0,0,False,62,1,0,0,0,2,0,0,-3,0.70,0.02,0.72,0.98,5,1,2,2,1.4,12.3,11.0,2.5,38,7886,25216,350847,1,,,,,
224,205533,Nketiah,Eddie,Nketiah,8,31,Crystal Palace,CRY,Forward,5.5,0.0,0.0,a,,,,,0.5,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,122,2,0,0,0,5,0,0,20,0.96,0.58,1.54,2.85,9,2,4,3,13.0,35.1,31.0,7.9,678,399,15815,14463,,,,,,
225,660392,Uche,Christantus,Uche,8,31,Crystal Palace,CRY,Forward,5.0,0.0,0.0,u,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,
241,433154,McNeil,Dwight,McNeil,8,31,Crystal Palace,CRY,Midfielder,5.5,0.0,0.0,a,,,,,0.1,1.0,1.5,1.0,1.0,0.2,0.5,3,0,0,False,84,1,0,0,0,3,0,0,13,0.05,0.02,0.07,1.18,7,4,3,0,10.0,5.0,2.0,1.7,42,105,1054,4415,,,,,,
555,169593,Matthews,Remi,Matthews,8,31,Crystal Palace,CRY,Goalkeeper,4.0,0.0,0.0,a,,,,,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,480,398,13991,15296,,,,,,
577,223723,Tomiyasu,Takehiro,Tomiyasu,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,a,,,,,0.3,0.7,1.0,0.7,0.7,0.2,0.4,2,0,0,False,91,1,0,0,0,3,0,0,0,0.00,0.01,0.01,2.15,9,8,4,1,15.0,3.7,2.0,2.1,68,128,2275,6225,,,,,,
588,570794,Khalaili,Anan,Khalaili,8,31,Crystal Palace,CRY,Defender,5.0,0.0,0.0,a,,,,,0.1,1.0,1.5,1.0,1.0,0.2,0.6,3,0,0,False,109,1,0,0,0,3,0,0,21,0.02,0.16,0.18,2.28,23,9,8,14,50.4,28.0,7.0,8.6,377,94,4887,2470,,,,,,
595,559152,Gozo,Zavier,Gozo,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,22,0,0,0,0,1,0,0,3,0.00,0.00,0.00,0.20,1,0,0,1,1.4,1.3,0.0,0.3,12,12,271,409,,,,,,
633,605972,Ahanor,Honest,Ahanor,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,28,4,245,36,,,,,,
643,172850,Chilwell,Ben,Chilwell,8,31,Crystal Palace,CRY,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,112,16,875,100,,,,,,
644,450063,Timber,Quinten,Timber,8,31,Crystal Palace,CRY,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,139,20,795,120,,,,,,
647,533646,Osorio,Darío,Osorio,8,31,Crystal Palace,CRY,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,72,6,533,56,,,,,,
21,128295,Nørgaard,Christian,Nørgaard,9,11,Everton,EVE,Midfielder,4.9,0.0,-0.1,i,Groin injury - Unknown return date,2026-08-15T20:00:06.779594Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,14,105,325,5142,,,,,,
209,242898,Johnson,Brennan,Johnson,9,11,Everton,EVE,Midfielder,5.9,0.0,-0.1,a,,,,,0.1,0.7,1.0,0.7,0.7,0.1,0.3,2,0,0,False,34,0,0,0,0,0,0,0,4,0.00,0.00,0.00,1.87,4,2,1,1,5.2,0.3,0.0,0.5,99,127,1617,6184,,,,,,
226,111234,Pickford,Jordan,Pickford,9,11,Everton,EVE,Goalkeeper,5.5,0.0,0.0,a,,,,,8.7,3.3,5.0,3.3,3.3,0.6,1.8,10,0,0,False,180,2,0,0,1,1,8,0,56,0.00,0.02,0.02,4.12,0,4,23,0,63.4,0.0,0.0,6.4,4233,3441,124250,113555,,,,,,
227,229600,Travers,Mark,Travers,9,11,Everton,EVE,Goalkeeper,5.0,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,22,26,594,987,,,,,,
228,138001,King,Tom,King,9,11,Everton,EVE,Goalkeeper,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,28,26,574,919,,,,,,
229,17761,Tarkowski,James,Tarkowski,9,11,Everton,EVE,Defender,6.0,0.0,0.0,a,,,,,10.9,6.0,9.0,6.0,6.0,1.0,3.0,18,0,1,False,180,2,1,0,1,1,0,2,52,0.15,0.01,0.16,4.12,19,17,7,2,70.0,12.1,23.0,10.5,10844,4557,265218,127180,,,,,,
230,480455,Branthwaite,Jarrad,Branthwaite,9,11,Everton,EVE,Defender,5.5,0.0,0.0,a,,,,,1.8,3.3,5.0,3.3,3.3,0.6,1.8,10,0,0,False,180,2,0,0,1,1,0,0,33,0.09,0.02,0.11,4.12,20,17,5,3,41.2,2.3,39.0,8.2,1288,905,35892,31208,,,,,,
231,106611,Keane,Michael,Keane,9,11,Everton,EVE,Defender,4.9,0.0,-0.1,a,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,123,872,5677,58761,,,,,,
232,512462,O'Brien,Jake,O'Brien,9,11,Everton,EVE,Defender,4.9,0.0,-0.1,a,,,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,62,242,2394,16411,,,,,,
233,224967,Mykolenko,Vitalii,Mykolenko,9,11,Everton,EVE,Defender,4.5,0.0,0.0,a,,,,,1.8,3.3,5.0,3.3,3.3,0.7,2.2,10,0,0,False,180,2,0,0,1,1,0,0,34,0.00,0.06,0.06,4.12,16,15,11,1,49.6,14.8,2.0,6.7,5718,1676,67622,37002,,,,,,
234,243571,Patterson,Nathan,Patterson,9,11,Everton,EVE,Defender,4.5,0.0,0.0,u,Has joined Torino permanently,2026-09-02T16:05:23.326971Z,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,110,371,1358,,,,,,
235,499300,Aznou,Adam,Aznou,9,11,Everton,EVE,Defender,4.0,0.0,0.0,u,Has joined Malaga on loan for the rest of the season,2026-09-01T13:23:16.934847Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,375,1728,6244,,,,,,
236,215413,Dewsbury-Hall,Kiernan,Dewsbury-Hall,9,11,Everton,EVE,Midfielder,6.5,0.0,0.0,a,,,,,4.4,4.3,6.5,4.3,4.3,0.7,2.0,13,0,0,False,180,2,1,0,1,1,0,3,64,0.18,0.33,0.51,4.08,18,1,12,5,62.2,80.6,36.0,17.9,8406,4657,201914,124541,,,,,,
238,114283,Grealish,Jack,Grealish,9,11,Everton,EVE,Midfielder,6.5,0.0,0.0,a,,2026-07-29T10:00:10.492904Z,100,100,0.3,0.3,1.0,0.3,0.3,0.0,0.2,1,0,0,False,8,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,1,0,0,1,1.0,0.6,0.0,0.2,1435,352,12158,8287,,,,,,
239,232928,Garner,James,Garner,9,11,Everton,EVE,Midfielder,6.0,0.0,0.0,a,,2026-07-25T14:30:10.455878Z,100,100,0.1,0.7,1.0,0.7,0.7,0.1,0.3,2,0,0,False,72,1,0,0,0,1,0,0,15,0.00,0.03,0.03,0.92,11,0,7,4,8.2,12.9,2.0,2.4,436,222,4957,5195,3,,,,,
242,550615,George,Tyrique,George,9,11,Everton,EVE,Midfielder,5.5,0.0,0.0,a,,,,,0.2,1.7,2.5,1.7,1.7,0.3,0.9,5,0,0,False,144,2,0,0,1,1,0,0,25,0.23,0.09,0.32,2.25,9,3,5,1,13.0,35.6,41.0,8.9,183,219,4216,7501,,,,,,
243,502697,Alcaraz,Carlos,Alcaraz Durán,9,11,Everton,EVE,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.3,0.5,0.3,0.3,0.1,0.2,1,0,0,False,5,0,0,0,0,0,0,0,5,0.05,0.02,0.07,0.04,3,0,2,1,5.0,0.8,25.0,2.7,57,66,1625,3143,,,,,,
244,609873,Armstrong,Harrison,Armstrong,9,11,Everton,EVE,Midfielder,5.0,0.0,0.0,a,,,,,0.4,3.3,5.0,3.3,3.3,0.7,2.0,10,0,0,False,176,2,0,1,1,1,0,0,37,0.00,0.07,0.07,4.12,25,6,14,5,40.0,27.0,4.0,7.2,1644,529,35798,12174,,,,,,
245,496661,Dibling,Tyler,Dibling,9,11,Everton,EVE,Midfielder,5.4,0.0,-0.1,a,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,19,32,576,1651,,,,,,
246,513466,Röhl,Merlin,Röhl,9,11,Everton,EVE,Midfielder,5.0,0.0,0.0,a,,,,,0.1,1.7,2.5,1.7,1.7,0.3,1.0,5,0,0,False,175,2,0,0,1,1,0,0,25,0.00,0.07,0.07,4.12,18,4,9,5,22.2,15.3,2.0,4.0,36,50,1134,1853,,,,,,
247,244860,Hackney,Hayden,Hackney,9,11,Everton,EVE,Midfielder,5.5,0.0,0.0,a,,2026-08-26T22:00:07.797766Z,100,100,0.2,1.3,2.0,1.3,1.3,0.2,0.7,4,0,0,False,106,1,0,0,1,0,0,0,19,0.01,0.02,0.03,3.20,10,3,5,2,16.4,13.6,7.0,3.7,37,118,1380,7034,,,,,,
248,486385,Beto,Norberto Bercique,Gomes Betuncal,9,11,Everton,EVE,Forward,5.4,0.0,-0.1,u,Has joined Fiorentina permanently,2026-09-02T16:05:23.357221Z,0,0,1.4,0.7,1.0,0.0,0.0,0.1,0.4,2,0,0,False,31,0,0,0,0,0,0,0,5,0.09,0.00,0.09,1.92,1,1,0,0,3.0,0.3,5.0,0.8,0,9148,16222,134090,4,,,,,
249,586309,Barry,Thierno,Barry,9,11,Everton,EVE,Forward,5.5,0.0,0.0,a,,,,,5.0,3.3,5.0,3.3,3.3,0.6,1.8,10,0,0,False,147,2,1,0,1,1,0,2,43,1.93,0.09,2.02,2.20,6,2,3,1,48.0,30.7,99.0,17.8,21938,5517,368112,119288,2,,,,,
649,154043,Maitland-Niles,Ainsley,Maitland-Niles,9,11,Everton,EVE,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,118,25,677,153,,,,,,
250,80201,Leno,Bernd,Leno,10,54,Fulham,FUL,Goalkeeper,4.5,0.0,0.0,a,,,,,3.1,1.7,2.5,1.7,1.7,0.4,1.1,5,0,0,False,180,2,0,0,0,4,6,0,22,0.00,0.00,0.00,4.26,0,3,17,0,48.8,0.0,0.0,4.9,2417,1525,56151,40131,,,,,,
251,86873,Lecomte,Benjamin,Lecomte,10,54,Fulham,FUL,Goalkeeper,4.0,0.0,0.0,a,,,,,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,1020,338,11962,12317,,,,,,
252,505079,McNally,Alfie,McNally,10,54,Fulham,FUL,Goalkeeper,4.0,0.0,0.0,u,Has joined York City on loan for the rest of the season,2026-09-01T13:25:11.231240Z,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0,222,2589,3431,,,,,,
253,174874,Andersen,Joachim,Andersen,10,54,Fulham,FUL,Defender,5.0,0.0,0.0,a,,2026-07-23T12:01:23.516350Z,100,100,0.1,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,90,1,0,0,0,1,0,0,4,0.00,0.04,0.04,2.02,8,8,2,0,17.8,12.9,2.0,3.3,242,117,8398,2885,,,,,,
254,169528,Robinson,Antonee,Robinson,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,1.6,1.0,1.5,1.0,1.0,0.2,0.7,3,0,0,False,171,2,0,0,0,4,0,0,14,0.13,0.06,0.19,4.23,10,4,7,6,31.4,29.8,3.0,6.4,778,1156,26965,27767,2,,,,,
255,246301,J.Cuenca,Jorge,Cuenca Barreno,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.0,1.0,3.0,1.0,1.0,0.2,0.7,3,0,0,False,90,1,0,0,0,3,0,0,7,0.00,0.03,0.03,2.24,10,9,3,1,32.8,21.3,0.0,5.4,12,14,1299,962,,,,,,
256,167074,Tete,Kenny,Tete,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,11,118,779,5195,,,,,,
257,232892,Bassey,Calvin,Bassey,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.8,0.7,1.0,0.7,0.7,0.2,0.4,2,0,0,False,180,2,0,0,0,4,0,0,14,0.02,0.03,0.05,4.26,11,9,10,2,33.2,6.4,2.0,4.2,226,395,15288,14412,,,,,,
258,166477,Castagne,Timothy,Castagne,10,54,Fulham,FUL,Defender,4.5,0.0,0.0,a,,,,,0.9,4.0,6.0,4.0,4.0,0.9,2.7,12,0,0,False,157,2,0,2,1,3,0,0,39,0.09,0.18,0.27,2.50,8,6,6,2,38.0,28.5,23.0,8.9,1362,557,57672,14011,,,,,,
261,153133,Iwobi,Alex,Iwobi,10,54,Fulham,FUL,Midfielder,5.5,0.0,0.0,a,,,,,0.9,1.3,2.0,1.3,1.3,0.2,0.7,4,0,0,False,180,2,0,0,0,4,0,0,37,0.01,0.44,0.45,4.26,14,4,8,2,24.4,46.8,2.0,7.4,284,796,13733,27063,3,,,,,
262,209289,Smith Rowe,Emile,Smith Rowe,10,54,Fulham,FUL,Midfielder,5.4,-0.1,-0.1,a,,,,,0.3,0.3,1.0,0.3,0.3,0.1,0.2,1,0,0,False,14,0,0,0,0,0,0,0,5,0.06,0.02,0.08,0.41,1,0,1,0,5.2,22.8,7.0,3.5,98,300,2937,11574,,,,,,
