player_id,player_code,web_name,team_id,team_name,position,price,appearance_rate_10,appearance_rate_3,appearance_rate_6,average_minutes_10,average_minutes_3,average_minutes_6,average_minutes_when_appearing_10,average_minutes_when_appearing_3,average_minutes_when_appearing_6,bonus_per_90_10,bonus_per_90_3,bonus_per_90_6,clean_sheet_rate_10,clean_sheet_rate_3,clean_sheet_rate_6,defensive_contribution_per_90_10,defensive_contribution_per_90_3,defensive_contribution_per_90_6,fixtures_10,fixtures_3,fixtures_6,history_fixture_count,last_fixture_time,minutes_10,minutes_3,minutes_6,minutes_standard_deviation_10,minutes_standard_deviation_3,minutes_standard_deviation_6,points_per_90_10,points_per_90_3,points_per_90_6,saves_per_90_10,saves_per_90_3,saves_per_90_6,start_rate_10,start_rate_3,start_rate_6,xa_per_90_10,xa_per_90_3,xa_per_90_6,xg_per_90_10,xg_per_90_3,xg_per_90_6,xgi_per_90_10,xgi_per_90_3,xgi_per_90_6
1,154561,Raya,1,Arsenal,Goalkeeper,6.2,0.9,0.6667,0.8333,81.0,60.0,75.0,90.0,90.0,90.0,0.6667,1.0,1.0,0.6667,1.0,0.8,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,810.0,180.0,450.0,27.0,42.43,33.54,5.5556,7.5,6.4,2.1111,1.5,1.8,0.9,0.6667,0.8333,0.0022,0.005,0.002,0.0,0.0,0.0,0.0022,0.005,0.002
2,109745,Arrizabalaga,1,Arsenal,Goalkeeper,4.0,0.1,0.3333,0.1667,9.0,30.0,15.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,90.0,90.0,90.0,27.0,42.43,33.54,2.0,2.0,2.0,2.0,2.0,2.0,0.1,0.3333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,463748,Hein,1,Arsenal,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,551221,Setford,1,Arsenal,Goalkeeper,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,226597,Gabriel,1,Arsenal,Defender,7.3,1.0,1.0,1.0,85.5,75.0,82.5,85.5,75.0,82.5,1.2632,1.2,0.9091,0.6667,1.0,0.8,9.5789,8.4,8.1818,10,3,6,38,2026-05-24T15:00:00Z,855.0,225.0,495.0,13.5,21.21,16.77,6.8421,7.2,5.8182,0.0,0.0,0.0,0.9,0.6667,0.8333,0.0768,0.02,0.0164,0.1158,0.12,0.1745,0.1926,0.14,0.1909
6,462424,Saliba,1,Arsenal,Defender,6.3,0.8,0.6667,0.8333,72.0,60.0,75.0,90.0,90.0,90.0,1.0,1.0,0.6,0.625,1.0,0.8,7.625,7.5,7.4,10,3,6,38,2026-05-24T15:00:00Z,720.0,180.0,450.0,36.0,42.43,33.54,6.375,6.5,5.8,0.0,0.0,0.0,0.8,0.6667,0.8333,0.075,0.085,0.102,0.0325,0.0,0.0,0.1075,0.085,0.102
7,466075,Calafiori,1,Arsenal,Defender,5.6,0.6,1.0,0.6667,35.0,53.67,41.83,58.33,53.67,62.75,0.5143,1.118,0.7171,0.6,0.3333,0.5,2.8286,0.559,2.51,10,3,6,38,2026-05-24T15:00:00Z,350.0,161.0,251.0,33.08,12.26,33.39,5.9143,5.5901,5.7371,0.0,0.0,0.0,0.5,1.0,0.6667,0.0926,0.1398,0.0968,0.1517,0.1174,0.1578,0.2443,0.2571,0.2546
8,445122,J.Timber,1,Arsenal,Defender,6.0,0.3,0.0,0.0,21.7,0.0,0.0,72.33,0,0,0.8295,0.0,0.0,0.3333,0,0,9.1244,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,217.0,0.0,0.0,35.86,0.0,0.0,9.1244,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0373,0.0,0.0,0.17,0.0,0.0,0.2074,0.0,0.0
9,440854,Kiwior,1,Arsenal,Defender,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,499169,Lewis-Skelly,1,Arsenal,Defender,5.0,0.6,1.0,0.8333,38.6,65.67,49.33,64.33,65.67,59.2,0.0,0.0,0.0,0.5,0.5,0.6667,2.5648,0.9137,1.8243,10,3,6,38,2026-05-24T15:00:00Z,386.0,197.0,296.0,42.27,34.41,40.96,3.9637,4.1117,4.8649,0.0,0.0,0.0,0.4,0.6667,0.5,0.0326,0.0183,0.0365,0.0117,0.0,0.0,0.0443,0.0183,0.0365
11,198869,White,1,Arsenal,Defender,5.1,0.5,0.3333,0.6667,29.0,9.0,35.83,58.0,27.0,53.75,0.0,0.0,0.0,0.5,0.0,0.6667,5.2759,0.0,3.3488,10,3,6,38,2026-05-24T15:00:00Z,290.0,27.0,215.0,36.09,12.73,36.75,4.6552,3.3333,5.8605,0.0,0.0,0.0,0.4,0.3333,0.5,0.0621,0.0333,0.0753,0.0062,0.0,0.0,0.0683,0.0333,0.0753
13,563324,Clarke,1,Arsenal,Defender,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,588793,Kacurri,1,Arsenal,Defender,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,499167,Nichols,1,Arsenal,Defender,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,223340,Saka,1,Arsenal,Midfielder,10.0,0.7,0.6667,0.6667,49.3,56.33,37.17,70.43,84.5,55.75,0.9128,1.0651,1.6143,0.6667,1.0,0.6667,7.1197,8.5207,8.4753,10,3,6,38,2026-05-24T15:00:00Z,493.0,169.0,223.0,40.55,40.09,36.88,6.9371,6.3905,9.6861,0.0,0.0,0.0,0.6,0.6667,0.5,0.3286,0.2876,0.5691,0.157,0.1278,0.2341,0.4856,0.4154,0.8031
17,184029,Ødegaard,1,Arsenal,Midfielder,7.8,0.4,0.6667,0.6667,29.3,37.67,48.83,73.25,56.5,73.25,0.0,0.0,0.0,0.6667,1.0,0.6667,6.4505,3.9823,6.4505,10,3,6,38,2026-05-24T15:00:00Z,293.0,113.0,293.0,40.3,38.18,41.87,3.686,5.5752,3.686,0.0,0.0,0.0,0.3,0.3333,0.5,0.2273,0.1513,0.2273,0.0737,0.1673,0.0737,0.301,0.3186,0.301
18,248857,Madueke,1,Arsenal,Midfielder,6.8,0.7,0.6667,0.8333,37.6,31.0,43.83,53.71,46.5,52.6,0.7181,2.9032,1.0266,0.6,1.0,0.6667,5.7447,5.8065,6.5019,10,3,6,38,2026-05-24T15:00:00Z,376.0,93.0,263.0,31.16,37.0,31.39,5.0266,11.6129,5.8175,0.0,0.0,0.0,0.5,0.3333,0.5,0.2106,0.3,0.2498,0.0646,0.1645,0.0684,0.2753,0.4645,0.3183
19,444145,Martinelli,1,Arsenal,Midfielder,6.8,0.8,0.6667,0.6667,34.8,30.33,28.83,43.5,45.5,43.25,0.5172,1.978,1.0405,0.0,0.0,0.0,5.1724,4.9451,6.2428,10,3,6,38,2026-05-24T15:00:00Z,348.0,91.0,173.0,27.7,42.19,32.93,4.1379,7.9121,4.6821,0.0,0.0,0.0,0.3,0.3333,0.1667,0.0957,0.2374,0.1353,0.181,0.1286,0.3069,0.2767,0.3659,0.4422
20,116216,Trossard,1,Arsenal,Midfielder,6.6,0.7,0.6667,0.6667,40.7,60.0,47.67,58.14,90.0,71.5,0.4423,0.5,0.6294,0.75,1.0,1.0,5.7494,3.5,5.035,10,3,6,38,2026-05-24T15:00:00Z,407.0,180.0,286.0,36.35,42.43,42.67,4.8649,5.5,5.979,0.0,0.0,0.0,0.4,0.6667,0.5,0.2256,0.075,0.2769,0.1769,0.265,0.2014,0.4002,0.335,0.4752
21,204480,Rice,1,Arsenal,Midfielder,7.2,0.9,0.6667,0.8333,76.8,60.0,70.5,85.33,90.0,84.6,0.2344,0.0,0.0,0.6667,1.0,0.8,9.9609,13.0,11.0638,10,3,6,38,2026-05-24T15:00:00Z,768.0,180.0,423.0,27.04,42.43,33.03,3.75,4.0,3.617,0.0,0.0,0.0,0.9,0.6667,0.8333,0.157,0.21,0.1191,0.0234,0.0,0.0,0.1805,0.21,0.1191
22,195384,Merino,1,Arsenal,Midfielder,5.3,0.1,0.3333,0.1667,2.8,9.33,4.67,28.0,28.0,28.0,0.0,0.0,0.0,0,0,0,6.4286,6.4286,6.4286,10,3,6,38,2026-05-24T15:00:00Z,28.0,28.0,28.0,8.4,13.2,10.43,3.2143,3.2143,3.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1893,1.1893,1.1893,1.1893,1.1893,1.1893
23,438098,Fábio Vieira,1,Arsenal,Midfielder,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,128295,Nørgaard,1,Arsenal,Midfielder,5.1,0.3,0.3333,0.1667,6.9,15.0,7.5,23.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1304,10.0,10.0,10,3,6,38,2026-05-24T15:00:00Z,69.0,45.0,45.0,13.58,21.21,16.77,3.913,2.0,2.0,0.0,0.0,0.0,0.1,0.3333,0.1667,0.0522,0.08,0.08,0.0391,0.06,0.06,0.0913,0.14,0.14
25,499175,Nwaneri,1,Arsenal,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,481655,Zubimendi,1,Arsenal,Midfielder,4.9,1.0,1.0,1.0,63.6,43.33,53.17,63.6,43.33,53.17,0.0,0.0,0.0,0.4286,0.0,0.3333,9.6226,6.2308,11.2853,10,3,6,38,2026-05-24T15:00:00Z,636.0,130.0,319.0,29.04,36.46,33.23,3.3962,2.7692,3.9498,0.0,0.0,0.0,0.7,0.3333,0.5,0.058,0.0346,0.0197,0.0396,0.0,0.0197,0.0976,0.0346,0.0395
28,588796,Kabia,1,Arsenal,Midfielder,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,437742,Sambi,1,Arsenal,Midfielder,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,219847,Havertz,1,Arsenal,Forward,7.3,0.9,1.0,0.8333,42.1,46.67,43.83,46.78,46.67,52.6,0.6413,1.9286,1.0266,0.4,1.0,0.3333,4.7031,4.5,3.7643,10,3,6,38,2026-05-24T15:00:00Z,421.0,140.0,263.0,26.02,20.04,30.0,5.9857,8.3571,7.8707,0.0,0.0,0.0,0.5,0.3333,0.5,0.124,0.3279,0.1848,0.6627,0.5079,0.6981,0.7867,0.8357,0.8829
31,205651,G.Jesus,1,Arsenal,Forward,6.4,0.3,0.3333,0.3333,11.4,24.67,16.67,38.0,74.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,3.1579,3.6486,3.6,10,3,6,38,2026-05-24T15:00:00Z,114.0,74.0,100.0,22.47,34.88,27.34,5.5263,6.0811,5.4,0.0,0.0,0.0,0.1,0.3333,0.1667,0.0553,0.0365,0.027,0.7579,1.0703,0.792,0.8132,1.1068,0.819
266,232413,Eze,1,Arsenal,Midfielder,7.3,1.0,1.0,1.0,66.1,51.0,59.17,66.1,51.0,59.17,0.0,0.0,0.0,0.625,1.0,0.6,5.3101,5.8824,4.8169,10,3,6,38,2026-05-24T15:00:00Z,661.0,153.0,355.0,23.73,25.57,21.3,3.6762,4.1176,4.5634,0.0,0.0,0.0,0.8,0.6667,0.8333,0.0899,0.0471,0.0887,0.2315,0.4941,0.3296,0.3213,0.5412,0.4183
662,500040,Mosquera,1,Arsenal,Defender,5.3,0.8,1.0,0.8333,43.4,75.0,50.83,54.25,75.0,61.0,0.0,0.0,0.0,0.5,0.5,0.3333,8.2949,6.8,7.377,10,3,6,38,2026-05-24T15:00:00Z,434.0,225.0,305.0,34.11,21.21,36.74,3.7327,4.0,3.2459,0.0,0.0,0.0,0.4,0.6667,0.5,0.0353,0.048,0.0384,0.0207,0.0,0.0295,0.056,0.048,0.0679
666,224117,Gyökeres,1,Arsenal,Forward,9.1,1.0,1.0,1.0,49.1,38.0,39.83,49.1,38.0,39.83,0.9165,0.0,1.1297,0.4,1.0,1.0,4.0326,6.3158,4.5188,10,3,6,38,2026-05-24T15:00:00Z,491.0,114.0,239.0,30.66,37.0,31.78,6.7821,3.1579,8.2845,0.0,0.0,0.0,0.5,0.3333,0.3333,0.0458,0.1105,0.064,0.7442,0.2211,0.7569,0.7882,0.3316,0.8209
700,616077,Dowman,1,Arsenal,Midfielder,4.2,0.4,0.3333,0.3333,12.5,20.33,12.17,31.25,61.0,36.5,0.0,0.0,0.0,1.0,1.0,1.0,9.36,7.377,11.0959,10,3,6,37,2026-05-24T15:00:00Z,125.0,61.0,73.0,19.63,28.76,22.27,7.92,4.4262,4.9315,0.0,0.0,0.0,0.1,0.3333,0.1667,0.2016,0.2361,0.1973,0.756,0.0,0.0986,0.9576,0.2361,0.2959
711,646243,Harriman-Annous,1,Arsenal,Midfielder,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,36,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,448104,Hincapie,1,Arsenal,Defender,5.1,0.7,0.6667,0.6667,48.4,36.0,48.0,69.14,54.0,72.0,0.3719,0.0,0.3125,0.4,0.0,0.3333,9.8554,5.0,9.375,10,3,6,35,2026-05-24T15:00:00Z,484.0,108.0,288.0,42.02,38.88,42.43,4.8347,2.5,4.0625,0.0,0.0,0.0,0.5,0.3333,0.5,0.0595,0.0167,0.0875,0.0056,0.025,0.0094,0.0651,0.0417,0.0969
759,616065,Salmon,1,Arsenal,Defender,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,24,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,98980,Martinez,2,Aston Villa,Goalkeeper,5.0,0.8,0.6667,0.8333,72.0,60.0,75.0,90.0,90.0,90.0,0.125,0.5,0.2,0.125,0.0,0.0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,720.0,180.0,450.0,36.0,42.43,33.54,3.0,4.0,3.0,3.375,3.5,3.8,0.8,0.6667,0.8333,0.0037,0.005,0.004,0.0,0.0,0.0,0.0037,0.005,0.004
33,72147,M.Bizot,2,Aston Villa,Goalkeeper,4.2,0.2,0.3333,0.1667,18.0,30.0,15.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,180.0,90.0,90.0,36.0,42.43,33.54,2.5,2.0,2.0,3.0,2.0,2.0,0.2,0.3333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,462492,Gauci,2,Aston Villa,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,462381,Marschall,2,Aston Villa,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,199796,Cash,2,Aston Villa,Defender,4.6,0.9,1.0,1.0,70.9,71.33,80.67,78.78,71.33,80.67,0.1269,0.0,0.186,0.125,0.0,0.0,4.6968,3.3645,5.2066,10,3,6,38,2026-05-24T15:00:00Z,709.0,214.0,484.0,29.36,19.15,16.45,2.031,0.8411,1.8595,0.0,0.0,0.0,0.8,0.6667,0.8333,0.0635,0.0505,0.0446,0.0127,0.0042,0.0037,0.0762,0.0547,0.0483
37,101188,Digne,2,Aston Villa,Defender,4.5,0.7,0.6667,0.6667,46.4,35.33,36.0,66.29,53.0,54.0,0.194,0.0,0.0,0.2,0.0,0.0,6.5948,6.7925,5.0,10,3,6,38,2026-05-24T15:00:00Z,464.0,106.0,216.0,39.9,39.2,38.9,4.4612,4.2453,4.1667,0.0,0.0,0.0,0.5,0.3333,0.3333,0.1901,0.1528,0.2,0.0252,0.034,0.025,0.2153,0.1868,0.225
38,199798,Konsa,2,Aston Villa,Defender,4.4,0.7,0.6667,0.6667,63.0,60.0,60.0,90.0,90.0,90.0,0.0,0.0,0.0,0.1429,0.0,0.0,4.8571,5.0,4.75,10,3,6,38,2026-05-24T15:00:00Z,630.0,180.0,360.0,41.24,42.43,42.43,1.7143,1.0,1.25,0.0,0.0,0.0,0.7,0.6667,0.6667,0.0086,0.01,0.0075,0.0371,0.0,0.0,0.0457,0.01,0.0075
39,441302,Maatsen,2,Aston Villa,Defender,4.2,0.8,1.0,0.8333,43.7,56.0,54.5,54.62,56.0,65.4,0.2059,0.5357,0.2752,0.0,0.0,0.0,7.4142,11.7857,7.4312,10,3,6,38,2026-05-24T15:00:00Z,437.0,168.0,327.0,39.4,36.72,37.62,3.0892,3.75,3.578,0.0,0.0,0.0,0.5,0.6667,0.6667,0.1174,0.0804,0.1486,0.0432,0.0321,0.0165,0.1606,0.1125,0.1651
40,149484,Mings,2,Aston Villa,Defender,4.3,0.6,0.6667,0.6667,54.0,60.0,60.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.5,6.75,10,3,6,38,2026-05-24T15:00:00Z,540.0,180.0,360.0,44.09,42.43,42.43,1.5,2.0,1.5,0.0,0.0,0.0,0.6,0.6667,0.6667,0.0133,0.01,0.0125,0.1083,0.0,0.0725,0.1217,0.01,0.085
41,244954,Pau,2,Aston Villa,Defender,4.3,0.5,0.6667,0.5,37.7,35.67,32.83,75.4,53.5,65.67,0.0,0.0,0.0,0.25,0.0,0.0,4.2971,5.8879,5.0254,10,3,6,38,2026-05-24T15:00:00Z,377.0,107.0,197.0,42.98,39.04,40.87,3.3422,4.2056,2.7411,0.0,0.0,0.0,0.4,0.3333,0.3333,0.0119,0.0,0.0091,0.1671,0.5888,0.3198,0.179,0.5888,0.3289
42,606798,A.García,2,Aston Villa,Defender,3.9,0.3,0.3333,0.1667,5.0,15.0,7.5,16.67,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,10,3,6,38,2026-05-24T15:00:00Z,50.0,45.0,45.0,13.39,21.21,16.77,5.4,2.0,2.0,0.0,0.0,0.0,0.1,0.3333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,106468,Alex Moreno,2,Aston Villa,Defender,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,515597,Bogarde,2,Aston Villa,Defender,4.0,0.6,0.6667,0.6667,38.0,27.33,40.83,63.33,41.0,61.25,0.0,0.0,0.0,0.0,0.0,0.0,4.9737,5.4878,4.4082,10,3,6,38,2026-05-24T15:00:00Z,380.0,82.0,245.0,37.94,31.85,38.1,1.6579,3.2927,2.2041,0.0,0.0,0.0,0.4,0.3333,0.5,0.0095,0.0,0.0037,0.0,0.0,0.0,0.0095,0.0,0.0037
45,514315,Sousa,2,Aston Villa,Defender,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,587178,Yasin,2,Aston Villa,Defender,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,244850,Rogers,2,Aston Villa,Midfielder,7.3,0.9,0.6667,0.8333,78.3,60.0,75.0,87.0,90.0,90.0,0.4598,1.0,0.8,0.1111,0.0,0.0,6.7816,7.5,6.2,10,3,6,38,2026-05-24T15:00:00Z,783.0,180.0,450.0,26.64,42.43,33.54,4.5977,7.0,5.2,0.0,0.0,0.0,0.9,0.6667,0.8333,0.1368,0.15,0.162,0.1954,0.095,0.174,0.3322,0.245,0.336
48,166989,Tielemans,2,Aston Villa,Midfielder,5.9,0.8,1.0,1.0,56.2,65.33,74.83,70.25,65.33,74.83,0.0,0.0,0.0,0.0,0.0,0.0,10.4093,9.6429,9.6214,10,3,6,38,2026-05-24T15:00:00Z,562.0,196.0,449.0,38.58,34.18,26.58,2.5623,3.2143,2.6058,0.0,0.0,0.0,0.6,0.6667,0.8333,0.1169,0.1745,0.1122,0.0272,0.0505,0.0301,0.1441,0.225,0.1423
49,215711,Bailey,2,Aston Villa,Midfielder,5.5,0.7,0.6667,0.6667,23.0,31.67,19.33,32.86,47.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3913,12.3158,11.6379,10,3,6,38,2026-05-24T15:00:00Z,230.0,95.0,116.0,28.86,41.3,32.05,5.8696,5.6842,6.2069,0.0,0.0,0.0,0.2,0.3333,0.1667,0.3326,0.0284,0.194,0.09,0.18,0.1474,0.4226,0.2084,0.3414
50,195546,Buendía,2,Aston Villa,Midfielder,5.3,1.0,1.0,1.0,46.0,63.33,48.0,46.0,63.33,48.0,0.3913,0.9474,0.625,0.0,0.0,0.0,11.1522,12.3158,11.5625,10,3,6,38,2026-05-24T15:00:00Z,460.0,190.0,288.0,33.75,33.56,34.98,4.8913,4.2632,5.625,0.0,0.0,0.0,0.5,0.6667,0.5,0.1448,0.1326,0.0938,0.1311,0.0805,0.15,0.2759,0.2132,0.2438
51,469247,Iling Jr,2,Aston Villa,Midfielder,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,204646,Malen,2,Aston Villa,Midfielder,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,122806,McGinn,2,Aston Villa,Midfielder,5.3,0.8,1.0,0.8333,54.5,59.0,54.83,68.12,59.0,65.8,0.3303,0.0,0.0,0.1429,0.0,0.0,3.9633,5.5932,4.3769,10,3,6,38,2026-05-24T15:00:00Z,545.0,177.0,329.0,35.94,38.94,37.69,5.2844,6.1017,5.1976,0.0,0.0,0.0,0.7,0.6667,0.6667,0.355,0.3153,0.4897,0.0793,0.1424,0.0766,0.4343,0.4576,0.5663
55,88894,Barkley,2,Aston Villa,Midfielder,4.8,1.0,1.0,1.0,62.8,69.67,63.0,62.8,69.67,63.0,0.7166,0.8612,0.4762,0.1429,0.0,0.0,6.879,5.5981,5.2381,10,3,6,38,2026-05-24T15:00:00Z,628.0,209.0,378.0,23.55,17.61,25.0,5.3025,6.4593,4.5238,0.0,0.0,0.0,0.7,0.6667,0.6667,0.129,0.0603,0.0381,0.1447,0.3316,0.1976,0.2737,0.3919,0.2357
56,491287,Barrenechea,2,Aston Villa,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,3,6,38,2026-05-24T15:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
