observed_at,player_id,player_code,web_name,team_id,team_code,team_name,position,price,price_change_gameweek,price_change_season,status,news,news_added,chance_of_playing_this_round,chance_of_playing_next_round,selected_by_percent,form,expected_points_this_gameweek,expected_points_next_gameweek,transfers_in_event,transfers_out_event,transfers_in_season,transfers_out_season,penalties_order,direct_free_kicks_order,corners_and_indirect_free_kicks_order
2026-08-27T09:52:24+00:00,137,608181,Tzimas,5,36,Brighton,Forward,5.5,0.0,0.0,i,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,0,0,0.0,0.0,0.0,0.0,70,195,70,195,,,
2026-08-27T09:52:24+00:00,138,647850,Kostoulas,5,36,Brighton,Forward,5.5,0.0,0.0,a,,,,,0.2,1.0,1.8,1.8,725,1569,725,1569,,,
2026-08-27T09:52:24+00:00,139,487117,Ferguson,5,36,Brighton,Forward,5.0,0.0,0.0,i,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,0,0,0.0,0.0,0.0,0.0,262,521,262,521,,,
2026-08-27T09:52:24+00:00,328,222694,Struijk,5,36,Brighton,Defender,5.0,0.0,0.0,a,,2026-08-15T20:30:07.523574Z,100,100,0.2,0.0,2.2,2.2,1226,1869,1226,1869,,,
2026-08-27T09:52:24+00:00,504,610799,Vuskovic,5,36,Brighton,Defender,5.0,0.0,0.0,a,,,,,2.5,6.0,2.2,2.2,17863,8643,17863,8643,,,
2026-08-27T09:52:24+00:00,594,538007,David,5,36,Brighton,Forward,6.0,0.0,0.0,a,,,,,0.3,0.0,2.0,2.0,2068,2857,2068,2857,2,,
2026-08-27T09:52:24+00:00,600,612855,Osman,5,36,Brighton,Midfielder,5.0,0.0,0.0,a,,,,,0.0,1.0,1.5,1.5,183,112,183,112,,,
2026-08-27T09:52:24+00:00,605,611695,Yalcouyé,5,36,Brighton,Midfielder,4.5,0.0,0.0,a,,,,,0.1,1.0,1.0,1.0,3111,666,3111,666,,,
2026-08-27T09:52:24+00:00,614,512123,Hadjam,5,36,Brighton,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,369,15,369,15,,,
2026-08-27T09:52:24+00:00,40,244850,Rogers,6,8,Chelsea,Midfielder,7.5,0.0,0.0,a,,,,,25.8,8.0,2.6,2.6,180708,48976,180708,48976,,,
2026-08-27T09:52:24+00:00,101,56979,Henderson,6,8,Chelsea,Midfielder,5.0,0.0,0.0,d,Wrist injury - 75% chance of playing,2026-08-09T09:30:07.136250Z,75,75,0.0,0.0,1.1,1.1,183,546,183,546,,,
2026-08-27T09:52:24+00:00,136,50175,Welbeck,6,8,Chelsea,Forward,6.0,0.0,0.0,a,,2026-08-20T14:00:07.949090Z,75,100,1.0,0.0,1.5,2.0,1177,18218,1177,18218,,,
2026-08-27T09:52:24+00:00,140,215059,Sánchez,6,8,Chelsea,Goalkeeper,5.0,0.0,0.0,a,,,,,2.3,2.0,2.6,2.6,7206,14771,7206,14771,,,
2026-08-27T09:52:24+00:00,141,508479,Jörgensen,6,8,Chelsea,Goalkeeper,5.0,0.0,0.0,u,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,0,0,0.0,0.0,0.0,0.0,0,446,0,446,,,
2026-08-27T09:52:24+00:00,142,225796,James,6,8,Chelsea,Defender,5.5,0.0,0.0,a,,,,,10.1,0.0,2.5,2.5,48539,59704,48539,59704,,,
2026-08-27T09:52:24+00:00,143,180736,Chalobah,6,8,Chelsea,Defender,5.5,0.0,0.0,u,Has joined Como permanently,2026-08-10T14:03:50.769483Z,0,0,0.1,0.0,0.0,0.0,0,6897,0,6897,,,
2026-08-27T09:52:24+00:00,144,482609,Gusto,6,8,Chelsea,Defender,5.0,0.0,0.0,a,,,,,1.2,1.0,2.2,2.2,10082,8239,10082,8239,,,
2026-08-27T09:52:24+00:00,145,444463,Fofana,6,8,Chelsea,Defender,5.0,0.0,0.0,a,,2026-07-23T12:01:23.464591Z,0,100,0.0,0.0,0.0,2.2,570,199,570,199,,,
2026-08-27T09:52:24+00:00,146,242880,B.Badiashile,6,8,Chelsea,Defender,4.5,0.0,0.0,u,Has joined Napoli on loan for the rest of the season,2026-08-25T14:03:47.079414Z,,0,0.0,0.0,1.7,0.0,232,584,232,584,,,
2026-08-27T09:52:24+00:00,147,109646,Tosin,6,8,Chelsea,Defender,4.5,0.0,0.0,a,,,,,0.2,0.0,1.7,1.7,224,1547,224,1547,,,
2026-08-27T09:52:24+00:00,148,551210,Hato,6,8,Chelsea,Defender,4.5,0.0,0.0,a,,,,,0.5,1.0,1.7,1.7,3193,3402,3193,3402,,,
2026-08-27T09:52:24+00:00,149,460028,Colwill,6,8,Chelsea,Defender,5.0,0.0,0.0,a,,,,,1.6,0.0,2.2,2.2,8643,13187,8643,13187,,,
2026-08-27T09:52:24+00:00,150,574458,M.Sarr,6,8,Chelsea,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,1.7,1.7,357,757,357,757,,,
2026-08-27T09:52:24+00:00,151,577016,Acheampong,6,8,Chelsea,Defender,4.5,0.0,0.0,a,,,,,0.3,3.0,1.7,1.7,4811,2165,4811,2165,,,
2026-08-27T09:52:24+00:00,152,620109,Palestra,6,8,Chelsea,Defender,5.5,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.421239Z,,75,2.5,0.0,2.5,1.9,4792,40423,4792,40423,,,
2026-08-27T09:52:24+00:00,153,220362,Disasi,6,8,Chelsea,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,1.7,1.7,372,696,372,696,,,
2026-08-27T09:52:24+00:00,154,244851,Palmer,6,8,Chelsea,Midfielder,9.5,0.0,0.0,a,,2026-08-24T22:00:07.971542Z,,100,14.5,13.0,3.2,3.2,248283,24664,248283,24664,1,,
2026-08-27T09:52:24+00:00,155,448047,Enzo,6,8,Chelsea,Midfielder,7.0,0.0,0.0,a,,,,,4.7,1.0,2.5,2.5,13458,58374,13458,58374,2,,
2026-08-27T09:52:24+00:00,156,247632,Neto,6,8,Chelsea,Midfielder,6.5,0.0,0.0,a,,,,,1.3,1.0,2.3,2.3,4754,15978,4754,15978,,,
2026-08-27T09:52:24+00:00,157,624773,Estêvão,6,8,Chelsea,Midfielder,6.5,0.0,0.0,a,,,,,1.2,1.0,2.3,2.3,4428,17918,4428,17918,3,,
2026-08-27T09:52:24+00:00,158,463936,Gittens,6,8,Chelsea,Midfielder,6.0,0.0,0.0,a,,,,,0.0,0.0,2.2,2.2,222,575,222,575,,,
2026-08-27T09:52:24+00:00,159,486672,Caicedo,6,8,Chelsea,Midfielder,5.5,0.0,0.0,d,Unspecified injury - 75% chance of playing,2026-08-24T18:30:07.431154Z,,75,3.2,0.0,2.0,1.5,9159,70043,9159,70043,,,
2026-08-27T09:52:24+00:00,161,514356,Lavia,6,8,Chelsea,Midfielder,5.0,0.0,0.0,a,,,,,0.1,1.0,1.5,1.5,863,715,863,715,,,
2026-08-27T09:52:24+00:00,163,491007,D.Essugo,6,8,Chelsea,Midfielder,4.5,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,1038,2259,1038,2259,,,
2026-08-27T09:52:24+00:00,164,593117,Quenda,6,8,Chelsea,Midfielder,5.5,0.0,0.0,a,,2026-07-24T20:30:10.609931Z,100,100,0.0,1.0,2.0,2.0,193,612,193,612,,,
2026-08-27T09:52:24+00:00,165,475168,João Pedro,6,8,Chelsea,Forward,7.6,0.1,0.1,a,,,,,67.1,11.0,2.4,2.4,286723,22031,286723,22031,,,
2026-08-27T09:52:24+00:00,166,517052,N.Jackson,6,8,Chelsea,Forward,6.5,0.0,0.0,a,,,,,0.3,0.0,2.1,2.1,2836,6117,2836,6117,,,
2026-08-27T09:52:24+00:00,167,463034,Delap,6,8,Chelsea,Forward,5.5,0.0,0.0,a,,,,,0.4,0.0,1.8,1.8,3332,5762,3332,5762,4,,
2026-08-27T09:52:24+00:00,168,499309,Marc Guiu,6,8,Chelsea,Forward,5.0,0.0,0.0,a,,,,,0.5,0.0,1.4,1.4,1824,4653,1824,4653,,,
2026-08-27T09:52:24+00:00,169,567119,Mheuka,6,8,Chelsea,Forward,4.5,0.0,0.0,a,,,,,0.3,0.0,1.0,1.0,2341,3512,2341,3512,,,
2026-08-27T09:52:24+00:00,170,503037,Emegha,6,8,Chelsea,Forward,5.0,0.0,0.0,a,,2026-07-24T20:30:10.622380Z,100,100,0.2,0.0,1.4,1.4,1248,1846,1248,1846,,,
2026-08-27T09:52:24+00:00,200,437499,Lacroix,6,8,Chelsea,Defender,6.0,0.0,0.0,a,,,,,9.5,6.0,2.8,2.8,47605,32998,47605,32998,,,
2026-08-27T09:52:24+00:00,560,549939,Penders,6,8,Chelsea,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,1.9,1.9,297,579,297,579,,,
2026-08-27T09:52:24+00:00,561,622758,Anselmino,6,8,Chelsea,Defender,4.5,0.0,0.0,d,Hamstring injury - 25% chance of playing,2026-08-23T19:00:08.536705Z,,25,0.0,0.0,1.7,0.4,95,393,95,393,,,
2026-08-27T09:52:24+00:00,568,543158,Barco,6,8,Chelsea,Midfielder,5.5,0.0,0.0,a,,,,,0.1,0.0,2.0,2.0,251,1222,251,1222,,,
2026-08-27T09:52:24+00:00,578,465920,Mudryk,6,8,Chelsea,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,2.0,2.0,201,764,201,764,,,
2026-08-27T09:52:24+00:00,583,498444,Chavarria,6,8,Chelsea,Defender,5.0,0.0,0.0,a,,,,,0.2,1.0,2.2,2.2,813,1744,813,1744,,,
2026-08-27T09:52:24+00:00,104,428580,Onyeka,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,,,,0.2,2.0,1.5,1.5,1379,1106,1379,1106,,,
2026-08-27T09:52:24+00:00,110,472739,Rushworth,7,9,Coventry City,Goalkeeper,4.5,0.0,0.0,a,,,,,1.2,1.0,1.9,1.9,4829,3202,4829,3202,,,
2026-08-27T09:52:24+00:00,171,484389,Dovin,7,9,Coventry City,Goalkeeper,4.0,0.0,0.0,a,,,,,1.6,0.0,1.0,1.0,1711,4567,1711,4567,,,
2026-08-27T09:52:24+00:00,172,110690,Wilson,7,9,Coventry City,Goalkeeper,4.5,0.0,0.0,a,,,,,0.5,0.0,1.9,1.9,165,2488,165,2488,,,
2026-08-27T09:52:24+00:00,173,461102,Thomas,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,7.9,3.0,1.0,1.0,24868,17182,24868,17182,,,
2026-08-27T09:52:24+00:00,174,436761,Kitching,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.7,0.0,1.0,1.0,385,3434,385,3434,,,
2026-08-27T09:52:24+00:00,175,451284,van Ewijk,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,13.2,1.0,1.0,1.0,23822,38666,23822,38666,,,
2026-08-27T09:52:24+00:00,176,173878,Dasilva,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.8,1.0,1.0,1.0,1972,2867,1972,2867,,,
2026-08-27T09:52:24+00:00,177,465390,Kesler-Hayden,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.1,0.0,1.0,1.0,132,381,132,381,,,
2026-08-27T09:52:24+00:00,178,80178,Bidwell,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.1,0.0,1.0,1.0,432,568,432,568,,,
2026-08-27T09:52:24+00:00,179,204813,Latibeaudiere,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.0,0.0,1.0,1.0,97,300,97,300,,,
2026-08-27T09:52:24+00:00,180,220583,Woolfenden,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,809,1293,809,1293,,,
2026-08-27T09:52:24+00:00,181,577411,Brau,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.0,0.0,1.0,1.0,192,250,192,250,,,
2026-08-27T09:52:24+00:00,182,539142,Amenda,7,9,Coventry City,Defender,4.0,0.0,0.0,a,,,,,0.9,1.0,1.0,1.0,2239,3274,2239,3274,,,
2026-08-27T09:52:24+00:00,183,480457,Rudoni,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,2026-07-23T12:01:23.481435Z,100,100,0.1,1.0,1.5,1.5,638,936,638,936,,,
2026-08-27T09:52:24+00:00,184,168144,Grimes,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,,,,0.2,2.0,1.5,1.5,1296,1141,1296,1141,3,,
2026-08-27T09:52:24+00:00,185,501459,Sakamoto,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.0,1.5,1.5,104,1079,104,1079,,,
2026-08-27T09:52:24+00:00,186,241293,Mason-Clark,7,9,Coventry City,Midfielder,5.5,0.0,0.0,a,,2026-08-19T18:00:08.310507Z,100,100,0.1,0.0,2.0,2.0,264,1173,264,1173,,,
2026-08-27T09:52:24+00:00,187,439668,Eccles,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,57,197,57,197,,,
2026-08-27T09:52:24+00:00,188,226965,Torp,7,9,Coventry City,Midfielder,5.5,0.0,0.0,a,,,,,0.2,1.0,2.0,2.0,248,1324,248,1324,2,,
2026-08-27T09:52:24+00:00,189,684268,Shepherd,7,9,Coventry City,Midfielder,4.5,0.0,0.0,a,,,,,0.3,0.0,1.0,1.0,792,2402,792,2402,,,
2026-08-27T09:52:24+00:00,190,469272,Tchaouna,7,9,Coventry City,Midfielder,5.5,0.0,0.0,a,,,,,0.2,2.0,2.0,2.0,1392,944,1392,944,,,
2026-08-27T09:52:24+00:00,191,492498,Borges Rodrigues,7,9,Coventry City,Midfielder,4.5,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,512,1452,512,1452,,,
2026-08-27T09:52:24+00:00,192,629397,Andrews,7,9,Coventry City,Midfielder,4.5,0.0,0.0,a,,,,,0.7,0.0,1.0,1.0,2133,5546,2133,5546,,,
2026-08-27T09:52:24+00:00,193,176412,Wright,7,9,Coventry City,Forward,5.5,0.0,0.0,i,Thigh injury - Unknown return date,2026-08-14T22:00:07.214508Z,0,0,0.1,0.0,0.0,0.0,85,4425,85,4425,1,,
2026-08-27T09:52:24+00:00,194,230730,Thomas-Asante,7,9,Coventry City,Forward,5.0,0.0,0.0,a,,,,,0.8,2.0,1.4,1.4,9879,5703,9879,5703,4,,
2026-08-27T09:52:24+00:00,195,218997,Simms,7,9,Coventry City,Forward,5.0,0.0,0.0,a,,,,,1.0,2.0,1.4,1.4,13583,6569,13583,6569,,,
2026-08-27T09:52:24+00:00,196,551262,Markelo,7,9,Coventry City,Forward,5.0,0.0,0.0,u,Has joined Shabab Al-Ahli Dubai permanently,2026-08-17T13:53:55.791223Z,0,0,0.0,0.0,0.0,0.0,0,505,0,505,,,
2026-08-27T09:52:24+00:00,197,549653,Bassette,7,9,Coventry City,Forward,4.5,0.0,0.0,u,Has joined KVC Westerlo on loan for the rest of the season,2026-07-28T12:58:50.001768Z,0,0,0.0,0.0,0.0,0.0,0,677,0,677,,,
2026-08-27T09:52:24+00:00,492,210156,Awoniyi,7,9,Coventry City,Forward,5.5,0.0,0.0,a,,,,,0.8,1.0,1.8,1.8,4398,6574,4398,6574,5,,
2026-08-27T09:52:24+00:00,575,661888,Yirenkyi,7,9,Coventry City,Midfielder,5.0,0.0,0.0,a,,,,,0.2,1.0,1.5,1.5,674,2003,674,2003,,,
2026-08-27T09:52:24+00:00,584,196100,Hamer,7,9,Coventry City,Midfielder,5.5,0.0,0.0,a,,,,,0.1,1.0,2.0,2.0,275,1041,275,1041,,,
2026-08-27T09:52:24+00:00,599,627221,Cherif,7,9,Coventry City,Forward,5.0,0.0,0.0,a,,,,,0.1,0.0,1.4,1.4,1287,1015,1287,1015,,,
2026-08-27T09:52:24+00:00,42,485337,Guessand,8,31,Crystal Palace,Midfielder,5.5,0.0,0.0,a,,,,,0.0,1.0,2.0,2.0,334,485,334,485,,,
2026-08-27T09:52:24+00:00,198,172649,Henderson,8,31,Crystal Palace,Goalkeeper,5.0,0.0,0.0,a,,2026-08-20T14:00:08.018379Z,75,100,1.9,2.0,2.0,2.6,4406,10612,4406,10612,,,
2026-08-27T09:52:24+00:00,199,121709,Benitez,8,31,Crystal Palace,Goalkeeper,4.5,0.0,0.0,a,,,,,0.1,0.0,1.9,1.9,381,881,381,881,,,
2026-08-27T09:52:24+00:00,201,247348,Muñoz,8,31,Crystal Palace,Defender,5.5,0.0,0.0,a,,,,,8.7,0.0,2.5,2.5,13619,90309,13619,90309,,,
2026-08-27T09:52:24+00:00,202,427623,Richards,8,31,Crystal Palace,Defender,5.0,0.0,0.0,a,,,,,0.7,3.0,2.2,2.2,3257,4456,3257,4456,,,
2026-08-27T09:52:24+00:00,203,651426,Canvot,8,31,Crystal Palace,Defender,5.0,0.0,0.0,a,,,,,0.3,1.0,2.2,2.2,649,2781,649,2781,,,
2026-08-27T09:52:24+00:00,204,244723,Mitchell,8,31,Crystal Palace,Defender,4.5,0.0,0.0,a,,,,,5.7,1.0,1.7,1.7,4897,36861,4897,36861,,,
2026-08-27T09:52:24+00:00,205,218364,Sosa,8,31,Crystal Palace,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,106,273,106,273,,,
2026-08-27T09:52:24+00:00,206,515621,Chadi Riad,8,31,Crystal Palace,Defender,4.5,0.0,0.0,i,Knee injury - Unknown return date,2026-08-22T18:00:07.352049Z,,0,0.1,1.0,1.7,0.0,259,2187,259,2187,,,
2026-08-27T09:52:24+00:00,207,242313,Mingueza,8,31,Crystal Palace,Defender,4.5,0.0,0.0,a,,,,,0.1,0.0,1.7,1.7,163,973,163,973,,,
2026-08-27T09:52:24+00:00,208,232185,Sarr,8,31,Crystal Palace,Midfielder,6.5,0.0,0.0,i,Groin injury - Unknown return date,2026-08-22T18:00:07.363165Z,,0,3.1,0.0,2.3,0.0,2028,137164,2028,137164,2,,
2026-08-27T09:52:24+00:00,210,496221,Wharton,8,31,Crystal Palace,Midfielder,5.5,0.0,0.0,a,,2026-07-23T12:01:23.498963Z,100,100,0.9,4.0,2.0,2.0,4887,5644,4887,5644,,,
2026-08-27T09:52:24+00:00,211,488024,Yeremy,8,31,Crystal Palace,Midfielder,5.5,0.0,0.0,a,,,,,0.2,1.0,2.0,2.0,210,1729,210,1729,,,
2026-08-27T09:52:24+00:00,212,108413,Hughes,8,31,Crystal Palace,Midfielder,4.5,0.0,0.0,a,,,,,11.0,0.0,1.0,1.0,15899,67479,15899,67479,,,
2026-08-27T09:52:24+00:00,213,152551,Lerma,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.0,1.5,1.5,165,1050,165,1050,,,
2026-08-27T09:52:24+00:00,214,209400,Kamada,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.3,3.0,1.5,1.5,1412,2281,1412,2281,,,
2026-08-27T09:52:24+00:00,215,489706,Devenny,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,53,142,53,142,3,,
2026-08-27T09:52:24+00:00,216,606921,Esse,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,177,465,177,465,,,
2026-08-27T09:52:24+00:00,217,536694,M.França,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,12,511,12,511,,,
2026-08-27T09:52:24+00:00,218,438464,Doucouré,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.1,0.0,1.5,1.5,196,798,196,798,,,
2026-08-27T09:52:24+00:00,219,450542,J.Rak-Sakyi,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,29,68,29,68,,,
2026-08-27T09:52:24+00:00,220,590014,Cardines,8,31,Crystal Palace,Defender,4.5,0.0,0.0,u,Has joined Bristol City on loan for the rest of the season,2026-08-12T14:08:46.501813Z,0,0,0.0,0.0,0.0,0.0,0,55,0,55,,,
2026-08-27T09:52:24+00:00,221,672492,Drakes-Thomas,8,31,Crystal Palace,Midfielder,4.5,0.0,0.0,a,,,,,0.1,0.0,1.0,1.0,309,752,309,752,,,
2026-08-27T09:52:24+00:00,222,247412,Strand Larsen,8,31,Crystal Palace,Forward,6.0,0.0,0.0,a,,,,,0.5,1.0,2.0,2.0,1087,5276,1087,5276,,,
2026-08-27T09:52:24+00:00,223,231747,Mateta,8,31,Crystal Palace,Forward,6.5,0.0,0.0,a,,,,,5.4,2.0,2.1,2.1,18222,49390,18222,49390,1,,
2026-08-27T09:52:24+00:00,224,205533,Nketiah,8,31,Crystal Palace,Forward,5.5,0.0,0.0,a,,,,,0.5,1.0,1.8,1.8,2389,4221,2389,4221,,,
2026-08-27T09:52:24+00:00,225,660392,Uche,8,31,Crystal Palace,Forward,5.0,0.0,0.0,u,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,,,
2026-08-27T09:52:24+00:00,241,433154,McNeil,8,31,Crystal Palace,Midfielder,5.5,0.0,0.0,a,,,,,0.2,2.0,2.0,2.0,278,1189,278,1189,,,
2026-08-27T09:52:24+00:00,555,169593,Matthews,8,31,Crystal Palace,Goalkeeper,4.0,0.0,0.0,a,,,,,1.8,0.0,1.0,1.0,4585,4924,4585,4924,,,
2026-08-27T09:52:24+00:00,577,223723,Tomiyasu,8,31,Crystal Palace,Defender,4.5,0.0,0.0,a,,,,,0.4,1.0,1.7,1.7,682,1902,682,1902,,,
2026-08-27T09:52:24+00:00,588,570794,Khalaili,8,31,Crystal Palace,Defender,5.0,0.0,0.0,a,,,,,0.1,1.0,2.2,2.2,357,571,357,571,,,
2026-08-27T09:52:24+00:00,595,559152,Gozo,8,31,Crystal Palace,Midfielder,5.0,0.0,0.0,a,,,,,0.0,0.0,1.5,1.5,88,124,88,124,,,
2026-08-27T09:52:24+00:00,21,128295,Nørgaard,9,11,Everton,Midfielder,5.0,0.0,0.0,i,Unspecified injury - Unknown return date,2026-08-15T20:00:06.779594Z,0,0,0.1,0.0,0.0,0.0,88,2311,88,2311,,,
2026-08-27T09:52:24+00:00,209,242898,Johnson,9,11,Everton,Midfielder,6.0,0.0,0.0,a,,,,,0.2,1.0,2.2,2.2,473,1837,473,1837,,,
2026-08-27T09:52:24+00:00,226,111234,Pickford,9,11,Everton,Goalkeeper,5.5,0.0,0.0,a,,,,,8.7,7.0,3.3,3.3,49839,19286,49839,19286,,,
2026-08-27T09:52:24+00:00,227,229600,Travers,9,11,Everton,Goalkeeper,5.0,0.0,0.0,a,,,,,0.0,0.0,2.6,2.6,215,306,215,306,,,
2026-08-27T09:52:24+00:00,228,138001,King,9,11,Everton,Goalkeeper,4.5,0.0,0.0,a,,,,,0.0,0.0,1.9,1.9,202,292,202,292,,,
2026-08-27T09:52:24+00:00,229,17761,Tarkowski,9,11,Everton,Defender,6.0,0.0,0.0,a,,,,,8.8,6.0,2.8,2.8,34091,23873,34091,23873,,,
2026-08-27T09:52:24+00:00,230,480455,Branthwaite,9,11,Everton,Defender,5.5,0.0,0.0,a,,,,,1.8,6.0,2.5,2.5,15009,6075,15009,6075,,,
2026-08-27T09:52:24+00:00,231,106611,Keane,9,11,Everton,Defender,5.0,0.0,0.0,a,,,,,1.5,0.0,2.2,2.2,2711,17848,2711,17848,,,
2026-08-27T09:52:24+00:00,232,512462,O'Brien,9,11,Everton,Defender,5.0,0.0,0.0,a,,,,,0.5,0.0,2.2,2.2,1177,5153,1177,5153,,,
2026-08-27T09:52:24+00:00,233,224967,Mykolenko,9,11,Everton,Defender,4.5,0.0,0.0,a,,,,,1.6,6.0,1.7,1.7,15426,5936,15426,5936,,,
2026-08-27T09:52:24+00:00,234,243571,Patterson,9,11,Everton,Defender,4.5,0.0,0.0,a,,,,,0.0,0.0,1.7,1.7,162,285,162,285,,,
2026-08-27T09:52:24+00:00,235,499300,Aznou,9,11,Everton,Defender,4.0,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,825,1285,825,1285,,,
2026-08-27T09:52:24+00:00,236,215413,Dewsbury-Hall,9,11,Everton,Midfielder,6.5,0.0,0.0,a,,,,,4.4,11.0,2.3,2.3,98631,18774,98631,18774,,,
2026-08-27T09:52:24+00:00,237,440993,Ndiaye,9,11,Everton,Midfielder,6.0,0.0,0.0,a,,,,,16.0,9.0,2.2,2.2,87782,36148,87782,36148,1,,
2026-08-27T09:52:24+00:00,239,232928,Garner,9,11,Everton,Midfielder,6.0,0.0,0.0,a,,2026-07-25T14:30:10.455878Z,25,100,0.1,1.0,0.5,2.2,1002,1290,1002,1290,3,,
2026-08-27T09:52:24+00:00,240,490094,Iroegbunam,9,11,Everton,Midfielder,5.0,0.0,0.0,i,Thigh injury - Unknown return date,2026-08-15T20:00:06.878792Z,0,0,0.0,0.0,0.0,0.0,17,279,17,279,,,
2026-08-27T09:52:24+00:00,242,550615,George,9,11,Everton,Midfielder,5.5,0.0,0.0,a,,,,,0.3,3.0,2.0,2.0,1605,1792,1605,1792,,,
2026-08-27T09:52:24+00:00,243,502697,Alcaraz,9,11,Everton,Midfielder,5.0,0.0,0.0,a,,,,,0.1,1.0,1.5,1.5,612,846,612,846,,,
2026-08-27T09:52:24+00:00,244,609873,Armstrong,9,11,Everton,Midfielder,5.0,0.0,0.0,a,,,,,0.2,8.0,1.5,1.5,8638,1660,8638,1660,,,
2026-08-27T09:52:24+00:00,245,496661,Dibling,9,11,Everton,Midfielder,5.5,0.0,0.0,a,,,,,0.0,0.0,2.0,2.0,137,546,137,546,,,
2026-08-27T09:52:24+00:00,246,513466,Röhl,9,11,Everton,Midfielder,5.0,0.0,0.0,a,,,,,0.1,3.0,1.5,1.5,363,440,363,440,,,
2026-08-27T09:52:24+00:00,247,244860,Hackney,9,11,Everton,Midfielder,5.5,0.0,0.0,d,Knock - 75% chance of playing,2026-08-26T22:00:07.797766Z,,75,0.3,3.0,2.0,1.5,803,1686,803,1686,,,
2026-08-27T09:52:24+00:00,248,486385,Beto,9,11,Everton,Forward,5.5,0.0,0.0,a,,,,,2.4,1.0,1.8,1.8,6122,29653,6122,29653,4,,
2026-08-27T09:52:24+00:00,249,586309,Barry,9,11,Everton,Forward,5.5,0.0,0.0,a,,,,,2.7,8.0,1.8,1.8,89875,14135,89875,14135,2,,
2026-08-27T09:52:24+00:00,250,80201,Leno,10,54,Fulham,Goalkeeper,4.5,0.0,0.0,a,,,,,3.0,2.0,1.9,1.9,8361,8264,8361,8264,,,
2026-08-27T09:52:24+00:00,251,86873,Lecomte,10,54,Fulham,Goalkeeper,4.0,0.0,0.0,a,,,,,1.2,0.0,1.0,1.0,1038,2766,1038,2766,,,
2026-08-27T09:52:24+00:00,252,505079,McNally,10,54,Fulham,Goalkeeper,4.0,0.0,0.0,a,,,,,0.2,0.0,1.0,1.0,563,455,563,455,,,
2026-08-27T09:52:24+00:00,253,174874,Andersen,10,54,Fulham,Defender,5.0,0.0,0.0,a,,2026-07-23T12:01:23.516350Z,0,100,0.1,0.0,0.0,2.2,1416,445,1416,445,,,
2026-08-27T09:52:24+00:00,254,169528,Robinson,10,54,Fulham,Defender,4.5,0.0,0.0,a,,,,,1.7,1.0,1.7,1.7,8407,7157,8407,7157,2,,
2026-08-27T09:52:24+00:00,255,246301,J.Cuenca,10,54,Fulham,Defender,4.5,0.0,0.0,a,,,,,0.0,3.0,1.7,1.7,548,175,548,175,,,
2026-08-27T09:52:24+00:00,256,167074,Tete,10,54,Fulham,Defender,4.5,0.0,0.0,a,,,,,0.3,0.0,1.7,1.7,258,1454,258,1454,,,
